gvkey,cik,quarter
005783,0000728535,2023Q3
005568,0001637459,2023Q3
024616,0001633917,2023Q3
180405,0000718877,2023Q3
010795,0000100517,2023Q3
180652,0001442145,2023Q3
026156,0001645590,2023Q3
020686,0001601712,2023Q3
138205,0001110803,2023Q3
003026,0000313927,2023Q3
144009,0001140536,2023Q3
160479,0001289490,2023Q3
004605,0000034903,2023Q3
021825,0000759944,2023Q3
179437,0001410636,2023Q3
010894,0000074208,2023Q3
020904,0000859737,2023Q3
145552,0001071739,2023Q3
178704,0001403568,2023Q3
141913,0001123360,2023Q3
001230,0000766421,2023Q3
160991,0001297996,2023Q3
155394,0001065696,2023Q3
004973,0000354190,2023Q3
148349,0001260221,2023Q3
029751,0000915913,2023Q3
011554,0000352541,2023Q3
026590,0001659166,2023Q3
065772,0001037646,2023Q3
126136,0001091667,2023Q3
003504,0000711404,2023Q3
029649,0000912595,2023Q3
024197,0000874716,2023Q3
029127,0000879169,2023Q3
184500,0001374310,2023Q3
029099,0000910606,2023Q3
024975,0000883241,2023Q3
008898,0000720005,2023Q3
064821,0001035443,2023Q3
001161,0000002488,2023Q3
003336,0001688568,2023Q3
012441,0000749251,2023Q3
061388,0001095073,2023Q3
005643,0001585689,2023Q3
063080,0001013462,2023Q3
141384,0001097149,2023Q3
031887,0000943819,2023Q3
009771,0000091142,2023Q3
128978,0000075677,2023Q3
014418,0000789570,2023Q3
017928,0001478242,2023Q3
121382,0001034054,2023Q3
004060,0001666700,2023Q3
013421,0000813672,2023Q3
104432,0001513761,2023Q3
186310,0001501585,2023Q3
064630,0000946581,2023Q3
178507,0001408198,2023Q3
006338,0001711269,2023Q3
176928,0001383312,2023Q3
184700,0001175454,2023Q3
029901,0000900075,2023Q3
020748,0001596532,2023Q3
009225,0000084839,2023Q3
183377,0001262039,2023Q3
025124,0001707925,2023Q3
020232,0001601046,2023Q3
011811,0000779152,2023Q3
170750,0001539838,2023Q3
028790,0001679273,2023Q3
162254,0001306830,2023Q3
010407,0000096943,2023Q3
004383,0000731802,2023Q3
060979,0000943452,2023Q3
034636,0001754301,2023Q3
034443,0001751788,2023Q3
035168,0001755672,2023Q3
100243,0001748790,2023Q3
158742,0001278021,2023Q3
017874,0001283699,2023Q3
015267,0000832101,2023Q3
165123,0001336920,2023Q3
028320,0001402057,2023Q3
012459,0000906163,2023Q3
161844,0001300514,2023Q3
171007,0001373715,2023Q3
014822,0000011544,2023Q3
024617,0000878927,2023Q3
025313,0001757898,2023Q3
165746,0001335258,2023Q3
024405,0000877212,2023Q3
020116,0001590955,2023Q3
030098,0001699150,2023Q3
036190,0001781335,2023Q3
036191,0001783180,2023Q3
160211,0001286681,2023Q3
162887,0001093557,2023Q3
011376,0000105770,2023Q3
010789,0000860731,2023Q3
002220,0000012208,2023Q3
126721,0001094285,2023Q3
023238,0001370637,2023Q3
020228,0001596783,2023Q3
010453,0000097210,2023Q3
061420,0000945841,2023Q3
007637,0001792044,2023Q3
184996,0001318605,2023Q3
187450,0001463101,2023Q3
022815,0000864749,2023Q3
160888,0001280452,2023Q3
184725,0001413447,2023Q3
021808,0001590895,2023Q3
183736,0001474735,2023Q3
018699,0000857005,2023Q3
137131,0001100682,2023Q3
038821,0001821825,2023Q3
034410,0001682852,2023Q3
015414,0000842023,2023Q3
023546,0001725057,2023Q3
015417,0000079282,2023Q3
026061,0000891103,2023Q3
187697,0001352010,2023Q3
063172,0001013237,2023Q3
023119,0001419612,2023Q3
040614,0001868275,2023Q3
007921,0000072331,2023Q3
152149,0001179929,2023Q3
028629,0000906345,2023Q3
164296,0001437107,2023Q3
032580,0001705696,2023Q3
134932,0001097864,2023Q3
028877,0001418135,2023Q3
030004,0001687229,2023Q3
112111,0001057352,2023Q3
004430,0000033213,2023Q3
008264,0001004980,2023Q3
185532,0001389170,2023Q3
061302,0000947484,2023Q3
175404,0001274494,2023Q3
064030,0001022671,2023Q3
041818,0001932393,2023Q3
177227,0001145197,2023Q3
144435,0001996862,2023Q3
013824,0000814547,2023Q3
143912,0001069183,2023Q3
171067,0001327567,2023Q3
041897,0001944048,2023Q3
177088,0001393818,2023Q3
037460,0001559720,2023Q3
009846,0000827052,2023Q4
003413,0001047862,2023Q4
004503,0000034088,2023Q4
001300,0000773840,2023Q4
002991,0000093410,2023Q4
006104,0000051434,2023Q4
003897,0000936340,2023Q4
007017,0000101778,2023Q4
009850,0000092122,2023Q4
008539,0001109357,2023Q4
008810,0000788784,2023Q4
007977,0000072903,2023Q4
001440,0000004904,2023Q4
005046,0000040533,2023Q4
003144,0000021344,2023Q4
004199,0001551182,2023Q4
005047,0000040545,2023Q4
006066,0000051143,2023Q4
008479,0000077476,2023Q4
008543,0000764180,2023Q4
008549,0001163165,2023Q4
005597,0000047111,2023Q4
006502,0000056873,2023Q4
007241,0000064803,2023Q4
007163,0000064040,2023Q4
006435,0000055785,2023Q4
010983,0000101829,2023Q4
008762,0000080424,2023Q4
002817,0000018230,2023Q4
003170,0000021665,2023Q4
003835,0000315189,2023Q4
002403,0000014272,2023Q4
002285,0000012927,2023Q4
004839,0000037996,2023Q4
001078,0000001800,2023Q4
002663,0000016732,2023Q4
029830,0001732845,2023Q4
008530,0000078003,2023Q4
003532,0000024741,2023Q4
008247,0000079879,2023Q4
007435,0000066740,2023Q4
007257,0000310158,2023Q4
007585,0000068505,2023Q4
028192,0000004281,2023Q4
007366,0000065984,2023Q4
005439,0000045012,2023Q4
008099,0001031296,2023Q4
010499,0000097476,2023Q4
011465,0000106640,2023Q4
006375,0000055067,2023Q4
011456,0000106535,2023Q4
009667,0000089800,2023Q4
003650,0000026172,2023Q4
004321,0000032604,2023Q4
009465,0000087347,2023Q4
003121,0000021076,2023Q4
005071,0000040704,2023Q4
007881,0001164727,2023Q4
010867,0000100885,2023Q4
007154,0000063908,2023Q4
006730,0000059478,2023Q4
002111,0000010795,2023Q4
002086,0000010456,2023Q4
006266,0000200406,2023Q4
005125,0000040987,2023Q4
005606,0000047217,2023Q4
011506,0000107263,2023Q4
006078,0000051253,2023Q4
007647,0000070858,2023Q4
004517,0000753308,2023Q4
003980,0001744489,2023Q4
001447,0000004962,2023Q4
003505,0000024545,2023Q4
004093,0001326160,2023Q4
062689,0000086312,2023Q4
002968,0000019617,2023Q4
008007,0000072971,2023Q4
006008,0000050863,2023Q4
003813,0000027419,2023Q4
010519,0000217346,2023Q4
011060,0000103379,2023Q4
011264,0001618921,2023Q4
139665,0001059556,2023Q4
001487,0000005272,2023Q4
008253,0000075362,2023Q4
004598,0001048911,2023Q4
002574,0000277948,2023Q4
001891,0000008670,2023Q4
005256,0000277135,2023Q4
007085,0000062996,2023Q4
001722,0000007084,2023Q4
002547,0001739940,2023Q4
007923,0000702165,2023Q4
011259,0000104169,2023Q4
009778,0000091440,2023Q4
010016,0000093556,2023Q4
002435,0000014693,2023Q4
001690,0000320193,2023Q4
008068,0000797468,2023Q4
004029,0000715957,2023Q4
003362,0000023217,2023Q4
006733,0000701985,2023Q4
002136,0000732712,2023Q4
009899,0000732717,2023Q4
006829,0000060667,2023Q4
008823,0000822416,2023Q4
001380,0000004447,2023Q4
006774,0000936468,2023Q4
005518,0000046080,2023Q4
001988,0000009389,2023Q4
001209,0000002969,2023Q4
008030,0000073309,2023Q4
004145,0000031791,2023Q4
007985,0001133421,2023Q4
005742,0001130310,2023Q4
011672,0000109198,2023Q4
004058,0000029905,2023Q4
008358,0000076334,2023Q4
005878,0000049826,2023Q4
007228,0001613103,2023Q4
010247,0000096021,2023Q4
032106,0001701605,2023Q4
007065,0000062709,2023Q4
001913,0000008818,2023Q4
005680,0000354950,2023Q4
008245,0000713676,2023Q4
003243,0000831001,2023Q4
007906,0000320187,2023Q4
004213,0000031462,2023Q4
010614,0000320335,2023Q4
012142,0001341439,2023Q4
001878,0000769397,2023Q4
010860,0001002910,2023Q4
001602,0000318154,2023Q4
006136,0000051644,2023Q4
029028,0000909832,2023Q4
020779,0000858877,2023Q4
029392,0000915389,2023Q4
009783,0000091576,2023Q4
012141,0000789019,2023Q4
010903,0000731766,2023Q4
009882,0000092380,2023Q4
007343,0000723125,2023Q4
013714,0000813828,2023Q4
025279,0000885725,2023Q4
001704,0000006951,2023Q4
002019,0001390777,2023Q4
006781,0000060086,2023Q4
031846,0000940944,2023Q4
028349,0000899051,2023Q4
014590,0000831259,2023Q4
012124,0000895421,2023Q4
004723,0000036104,2023Q4
008455,0000922224,2023Q4
027914,0000049071,2023Q4
003231,0000028412,2023Q4
061739,0000874766,2023Q4
004640,0000035527,2023Q4
003221,0000315293,2023Q4
009203,0001024478,2023Q4
023809,0000866787,2023Q4
010530,0000097745,2023Q4
012540,0000796343,2023Q4
002751,0000721371,2023Q4
013988,0000316709,2023Q4
004423,0000033185,2023Q4
001678,0001841666,2023Q4
013341,0000080661,2023Q4
005786,0000049196,2023Q4
010035,0000093751,2023Q4
006304,0000319201,2023Q4
065417,0001041061,2023Q4
011856,0000092230,2023Q4
014824,0000020286,2023Q4
004066,0000029989,2023Q4
007982,0000073124,2023Q4
004885,0000038777,2023Q4
028930,0001048286,2023Q4
008272,0001032208,2023Q4
030990,0000927628,2023Q4
014477,0000823768,2023Q4
004674,0001281761,2023Q4
008402,0000723531,2023Q4
024216,0000874761,2023Q4
003735,0000313616,2023Q4
013498,0000815097,2023Q4
007171,0000927653,2023Q4
003439,0000811156,2023Q4
001449,0000004977,2023Q4
061591,0001002047,2023Q4
002184,0000764478,2023Q4
011228,0001396009,2023Q4
024800,0000804328,2023Q4
001075,0000764622,2023Q4
001632,0000006281,2023Q4
012138,0001113169,2023Q4
126554,0001090872,2023Q4
025434,0000829224,2023Q4
014934,0001090012,2023Q4
016478,0000821189,2023Q4
007974,0001111711,2023Q4
002312,0000315213,2023Q4
027928,0000896878,2023Q4
133768,0001099219,2023Q4
010115,0000310764,2023Q4
003062,0000723254,2023Q4
012635,0000798354,2023Q4
011687,0000109380,2023Q4
144559,0001136869,2023Q4
031673,0001140859,2023Q4
117768,0001045810,2023Q4
028733,0000906107,2023Q4
061574,0001000697,2023Q4
029389,0001063761,2023Q4
114524,0001065088,2023Q4
016721,0000712515,2023Q4
010920,0001090727,2023Q4
143356,0001137774,2023Q4
145701,0001126328,2023Q4
114628,0000886982,2023Q4
145046,0001156039,2023Q4
003226,0001166691,2023Q4
064166,0001022079,2023Q4
007146,0000063754,2023Q4
015855,0000849399,2023Q4
024468,0000875045,2023Q4
004699,0000036270,2023Q4
015247,0001035002,2023Q4
024856,0000882095,2023Q4
140541,0001116132,2023Q4
014960,0000920148,2023Q4
025340,0000882184,2023Q4
002710,0000016918,2023Q4
010793,0000100493,2023Q4
010096,0001393311,2023Q4
164708,0000820027,2023Q4
006669,0000920760,2023Q4
064768,0001018724,2023Q4
061567,0001001250,2023Q4
066368,0001014473,2023Q4
064925,0001037540,2023Q4
024731,0000879101,2023Q4
160329,0001652044,2023Q4
121718,0001043604,2023Q4
149070,0001156375,2023Q4
260774,0001138118,2023Q4
165993,0001136893,2023Q4
111864,0001058290,2023Q4
029875,0000915912,2023Q4
064891,0001037038,2023Q4
065609,0001043277,2023Q4
007063,0001070750,2023Q4
142953,0001103982,2023Q4
157057,0001267238,2023Q4
177376,0001393612,2023Q4
125595,0001086222,2023Q4
027965,0000827054,2023Q4
163610,0001571949,2023Q4
126296,0001324424,2023Q4
004494,0000746515,2023Q4
006216,0000052988,2023Q4
105365,0001053507,2023Q4
179621,0001413329,2023Q4
013125,0000765880,2023Q4
136725,0001035267,2023Q4
020548,0000858470,2023Q4
160225,0001141391,2023Q4
061483,0000927066,2023Q4
029804,0000914208,2023Q4
163946,0001324404,2023Q4
157855,0001108524,2023Q4
014225,0000815556,2023Q4
005492,0000202058,2023Q4
014359,0001038357,2023Q4
014282,0000820313,2023Q4
149337,0001120193,2023Q4
011550,0000783325,2023Q4
013353,0000107815,2023Q4
009777,0000091419,2023Q4
013700,0000818479,2023Q4
149318,0001174922,2023Q4
112168,0001060391,2023Q4
062374,0001020569,2023Q4
005543,0000766704,2023Q4
110179,0000740260,2023Q4
005709,0000048465,2023Q4
007970,0000072741,2023Q4
028180,0000898173,2023Q4
066446,0001050915,2023Q4
011399,0000106040,2023Q4
004510,0000037785,2023Q4
119314,0001075531,2023Q4
179534,0001403161,2023Q4
009248,0000745732,2023Q4
024925,0000882835,2023Q4
135990,0001013871,2023Q4
002176,0001067983,2023Q4
008151,0001039684,2023Q4
064410,0001170010,2023Q4
028034,0000896159,2023Q4
006268,0000833444,2023Q4
005959,0001466258,2023Q4
147579,0001065280,2023Q4
121077,0001048695,2023Q4
133366,0001099800,2023Q4
124434,0002012383,2023Q4
165914,0001058090,2023Q4
029984,0001045609,2023Q4
186989,0001510295,2023Q4
143357,0001467373,2023Q4
162129,0001285785,2023Q4
177267,0001385157,2023Q4
189491,0001524472,2023Q4
028742,0000908255,2023Q4
031587,0000935703,2023Q4
113490,0001051470,2023Q4
170841,0001534701,2023Q4
006310,0001506307,2023Q4
006565,0000707549,2023Q4
024316,0000865752,2023Q4
150937,0001137789,2023Q4
294524,0001489393,2023Q4
008463,0000077360,2023Q4
004016,0000029534,2023Q4
141459,0001121788,2023Q4
118122,0001521332,2023Q4
016101,0001551152,2023Q4
023812,0000872589,2023Q4
005073,0001467858,2023Q4
013721,0001555280,2023Q4
018043,0001564708,2023Q4
003851,0000027904,2023Q4
024344,0000875320,2023Q4
001598,0001037868,2023Q4
316056,0001579241,2023Q4
170617,0001326801,2023Q4
025119,0000851968,2023Q4
029736,0000916365,2023Q4
030293,0000920522,2023Q4
180711,0001730168,2023Q4
029733,0000916076,2023Q4
011032,0000352915,2023Q4
066065,0001067701,2023Q4
028191,0000884887,2023Q4
022260,0000860730,2023Q4
001327,0000004127,2023Q4
061494,0001000228,2023Q4
001045,0000006201,2023Q4
138743,0001101239,2023Q4
030822,0000726728,2023Q4
064853,0001604778,2023Q4
005783,0000728535,2023Q4
005568,0001637459,2023Q4
024616,0001633917,2023Q4
010795,0000100517,2023Q4
180652,0001442145,2023Q4
026156,0001645590,2023Q4
020686,0001601712,2023Q4
138205,0001110803,2023Q4
003026,0000313927,2023Q4
144009,0001140536,2023Q4
160479,0001289490,2023Q4
004605,0000034903,2023Q4
021825,0000759944,2023Q4
179437,0001410636,2023Q4
010894,0000074208,2023Q4
020904,0000859737,2023Q4
145552,0001071739,2023Q4
178704,0001403568,2023Q4
141913,0001123360,2023Q4
160991,0001297996,2023Q4
155394,0001065696,2023Q4
004973,0000354190,2023Q4
148349,0001260221,2023Q4
029751,0000915913,2023Q4
011554,0000352541,2023Q4
026590,0001659166,2023Q4
065772,0001037646,2023Q4
126136,0001091667,2023Q4
003504,0000711404,2023Q4
029649,0000912595,2023Q4
024197,0000874716,2023Q4
029127,0000879169,2023Q4
184500,0001374310,2023Q4
029099,0000910606,2023Q4
024975,0000883241,2023Q4
008898,0000720005,2023Q4
064821,0001035443,2023Q4
001161,0000002488,2023Q4
012441,0000749251,2023Q4
061388,0001095073,2023Q4
005643,0001585689,2023Q4
063080,0001013462,2023Q4
141384,0001097149,2023Q4
031887,0000943819,2023Q4
009771,0000091142,2023Q4
128978,0000075677,2023Q4
014418,0000789570,2023Q4
017928,0001478242,2023Q4
121382,0001034054,2023Q4
004060,0001666700,2023Q4
013421,0000813672,2023Q4
104432,0001513761,2023Q4
186310,0001501585,2023Q4
064630,0000946581,2023Q4
178507,0001408198,2023Q4
006338,0001711269,2023Q4
176928,0001383312,2023Q4
184700,0001175454,2023Q4
029901,0000900075,2023Q4
020748,0001596532,2023Q4
009225,0000084839,2023Q4
183377,0001262039,2023Q4
025124,0001707925,2023Q4
020232,0001601046,2023Q4
011811,0000779152,2023Q4
170750,0001539838,2023Q4
028790,0001679273,2023Q4
162254,0001306830,2023Q4
010407,0000096943,2023Q4
004383,0000731802,2023Q4
060979,0000943452,2023Q4
034636,0001754301,2023Q4
034443,0001751788,2023Q4
035168,0001755672,2023Q4
100243,0001748790,2023Q4
158742,0001278021,2023Q4
017874,0001283699,2023Q4
015267,0000832101,2023Q4
165123,0001336920,2023Q4
028320,0001402057,2023Q4
012459,0000906163,2023Q4
161844,0001300514,2023Q4
171007,0001373715,2023Q4
014822,0000011544,2023Q4
024617,0000878927,2023Q4
025313,0001757898,2023Q4
165746,0001335258,2023Q4
024405,0000877212,2023Q4
020116,0001590955,2023Q4
030098,0001699150,2023Q4
036190,0001781335,2023Q4
036191,0001783180,2023Q4
160211,0001286681,2023Q4
162887,0001093557,2023Q4
011376,0000105770,2023Q4
010789,0000860731,2023Q4
002220,0000012208,2023Q4
126721,0001094285,2023Q4
023238,0001370637,2023Q4
020228,0001596783,2023Q4
010453,0000097210,2023Q4
061420,0000945841,2023Q4
007637,0001792044,2023Q4
184996,0001318605,2023Q4
187450,0001463101,2023Q4
022815,0000864749,2023Q4
160888,0001280452,2023Q4
184725,0001413447,2023Q4
021808,0001590895,2023Q4
183736,0001474735,2023Q4
018699,0000857005,2023Q4
137131,0001100682,2023Q4
034410,0001682852,2023Q4
015414,0000842023,2023Q4
023546,0001725057,2023Q4
015417,0000079282,2023Q4
026061,0000891103,2023Q4
187697,0001352010,2023Q4
063172,0001013237,2023Q4
040614,0001868275,2023Q4
007921,0000072331,2023Q4
152149,0001179929,2023Q4
028629,0000906345,2023Q4
164296,0001437107,2023Q4
032580,0001705696,2023Q4
134932,0001097864,2023Q4
028877,0001418135,2023Q4
030004,0001687229,2023Q4
112111,0001057352,2023Q4
004430,0000033213,2023Q4
008264,0001004980,2023Q4
185532,0001389170,2023Q4
061302,0000947484,2023Q4
175404,0001274494,2023Q4
064030,0001022671,2023Q4
041818,0001932393,2023Q4
177227,0001145197,2023Q4
144435,0001996862,2023Q4
013824,0000814547,2023Q4
143912,0001069183,2023Q4
171067,0001327567,2023Q4
041897,0001944048,2023Q4
177088,0001393818,2023Q4
037460,0001559720,2023Q4
043197,0001967680,2023Q4
005764,0000048898,2023Q4
178015,0001397187,2023Q4
035077,0001543151,2023Q4
028195,0000898293,2023Q4
163036,0001316835,2023Q4
009846,0000827052,2024Q1
003413,0001047862,2024Q1
004503,0000034088,2024Q1
001300,0000773840,2024Q1
002991,0000093410,2024Q1
006104,0000051434,2024Q1
003897,0000936340,2024Q1
007017,0000101778,2024Q1
009850,0000092122,2024Q1
008539,0001109357,2024Q1
008810,0000788784,2024Q1
007977,0000072903,2024Q1
001440,0000004904,2024Q1
005046,0000040533,2024Q1
003144,0000021344,2024Q1
004199,0001551182,2024Q1
005047,0000040545,2024Q1
006066,0000051143,2024Q1
008479,0000077476,2024Q1
008543,0000764180,2024Q1
008549,0001163165,2024Q1
005597,0000047111,2024Q1
006502,0000056873,2024Q1
007241,0000064803,2024Q1
007163,0000064040,2024Q1
006435,0000055785,2024Q1
010983,0000101829,2024Q1
008762,0000080424,2024Q1
002817,0000018230,2024Q1
003170,0000021665,2024Q1
003835,0000315189,2024Q1
002403,0000014272,2024Q1
002285,0000012927,2024Q1
004839,0000037996,2024Q1
001078,0000001800,2024Q1
002663,0000016732,2024Q1
029830,0001732845,2024Q1
008530,0000078003,2024Q1
003532,0000024741,2024Q1
008247,0000079879,2024Q1
007435,0000066740,2024Q1
007257,0000310158,2024Q1
007585,0000068505,2024Q1
028192,0000004281,2024Q1
007366,0000065984,2024Q1
005439,0000045012,2024Q1
008099,0001031296,2024Q1
010499,0000097476,2024Q1
006375,0000055067,2024Q1
011456,0000106535,2024Q1
009667,0000089800,2024Q1
003650,0000026172,2024Q1
004321,0000032604,2024Q1
009465,0000087347,2024Q1
003121,0000021076,2024Q1
005071,0000040704,2024Q1
007881,0001164727,2024Q1
010867,0000100885,2024Q1
007154,0000063908,2024Q1
006730,0000059478,2024Q1
002111,0000010795,2024Q1
002086,0000010456,2024Q1
006266,0000200406,2024Q1
005125,0000040987,2024Q1
005606,0000047217,2024Q1
011506,0000107263,2024Q1
006078,0000051253,2024Q1
007647,0000070858,2024Q1
004517,0000753308,2024Q1
003980,0001744489,2024Q1
001447,0000004962,2024Q1
003505,0000024545,2024Q1
004093,0001326160,2024Q1
062689,0000086312,2024Q1
002968,0000019617,2024Q1
008007,0000072971,2024Q1
006008,0000050863,2024Q1
003813,0000027419,2024Q1
010519,0000217346,2024Q1
011060,0000103379,2024Q1
011264,0001618921,2024Q1
139665,0001059556,2024Q1
001487,0000005272,2024Q1
008253,0000075362,2024Q1
004598,0001048911,2024Q1
002574,0000277948,2024Q1
001891,0000008670,2024Q1
005256,0000277135,2024Q1
007085,0000062996,2024Q1
001722,0000007084,2024Q1
002547,0001739940,2024Q1
007923,0000702165,2024Q1
011259,0000104169,2024Q1
009778,0000091440,2024Q1
010016,0000093556,2024Q1
002435,0000014693,2024Q1
001690,0000320193,2024Q1
008068,0000797468,2024Q1
004029,0000715957,2024Q1
003362,0000023217,2024Q1
006733,0000701985,2024Q1
002136,0000732712,2024Q1
009899,0000732717,2024Q1
006829,0000060667,2024Q1
008823,0000822416,2024Q1
001380,0000004447,2024Q1
006774,0000936468,2024Q1
005518,0000046080,2024Q1
001988,0000009389,2024Q1
001209,0000002969,2024Q1
008030,0000073309,2024Q1
004145,0000031791,2024Q1
007985,0001133421,2024Q1
005742,0001130310,2024Q1
011672,0000109198,2024Q1
004058,0000029905,2024Q1
008358,0000076334,2024Q1
005878,0000049826,2024Q1
007228,0001613103,2024Q1
010247,0000096021,2024Q1
032106,0001701605,2024Q1
007065,0000062709,2024Q1
001913,0000008818,2024Q1
005680,0000354950,2024Q1
008245,0000713676,2024Q1
003243,0000831001,2024Q1
007906,0000320187,2024Q1
004213,0000031462,2024Q1
010614,0000320335,2024Q1
012142,0001341439,2024Q1
001878,0000769397,2024Q1
010860,0001002910,2024Q1
001602,0000318154,2024Q1
006136,0000051644,2024Q1
029028,0000909832,2024Q1
020779,0000858877,2024Q1
029392,0000915389,2024Q1
009783,0000091576,2024Q1
012141,0000789019,2024Q1
010903,0000731766,2024Q1
009882,0000092380,2024Q1
007343,0000723125,2024Q1
013714,0000813828,2024Q1
025279,0000885725,2024Q1
001704,0000006951,2024Q1
002019,0001390777,2024Q1
006781,0000060086,2024Q1
031846,0000940944,2024Q1
028349,0000899051,2024Q1
014590,0000831259,2024Q1
012124,0000895421,2024Q1
004723,0000036104,2024Q1
008455,0000922224,2024Q1
027914,0000049071,2024Q1
003231,0000028412,2024Q1
061739,0000874766,2024Q1
004640,0000035527,2024Q1
003221,0000315293,2024Q1
009203,0001024478,2024Q1
023809,0000866787,2024Q1
010530,0000097745,2024Q1
012540,0000796343,2024Q1
002751,0000721371,2024Q1
013988,0000316709,2024Q1
004423,0000033185,2024Q1
001678,0001841666,2024Q1
013341,0000080661,2024Q1
005786,0000049196,2024Q1
010035,0000093751,2024Q1
006304,0000319201,2024Q1
065417,0001041061,2024Q1
011856,0000092230,2024Q1
014824,0000020286,2024Q1
004066,0000029989,2024Q1
007982,0000073124,2024Q1
004885,0000038777,2024Q1
028930,0001048286,2024Q1
008272,0001032208,2024Q1
030990,0000927628,2024Q1
014477,0000823768,2024Q1
004674,0001281761,2024Q1
008402,0000723531,2024Q1
024216,0000874761,2024Q1
003735,0000313616,2024Q1
013498,0000815097,2024Q1
007171,0000927653,2024Q1
003439,0000811156,2024Q1
001449,0000004977,2024Q1
061591,0001002047,2024Q1
002184,0000764478,2024Q1
011228,0001396009,2024Q1
024800,0000804328,2024Q1
001075,0000764622,2024Q1
001632,0000006281,2024Q1
012138,0001113169,2024Q1
126554,0001090872,2024Q1
025434,0000829224,2024Q1
014934,0001090012,2024Q1
016478,0000821189,2024Q1
007974,0001111711,2024Q1
002312,0000315213,2024Q1
027928,0000896878,2024Q1
133768,0001099219,2024Q1
010115,0000310764,2024Q1
003062,0000723254,2024Q1
012635,0000798354,2024Q1
144559,0001136869,2024Q1
031673,0001140859,2024Q1
117768,0001045810,2024Q1
028733,0000906107,2024Q1
061574,0001000697,2024Q1
029389,0001063761,2024Q1
114524,0001065088,2024Q1
016721,0000712515,2024Q1
010920,0001090727,2024Q1
143356,0001137774,2024Q1
145701,0001126328,2024Q1
114628,0000886982,2024Q1
145046,0001156039,2024Q1
003226,0001166691,2024Q1
064166,0001022079,2024Q1
007146,0000063754,2024Q1
015855,0000849399,2024Q1
024468,0000875045,2024Q1
004699,0000036270,2024Q1
015247,0001035002,2024Q1
024856,0000882095,2024Q1
140541,0001116132,2024Q1
014960,0000920148,2024Q1
025340,0000882184,2024Q1
002710,0000016918,2024Q1
010793,0000100493,2024Q1
010096,0001393311,2024Q1
164708,0000820027,2024Q1
006669,0000920760,2024Q1
064768,0001018724,2024Q1
061567,0001001250,2024Q1
066368,0001014473,2024Q1
064925,0001037540,2024Q1
024731,0000879101,2024Q1
160329,0001652044,2024Q1
121718,0001043604,2024Q1
149070,0001156375,2024Q1
260774,0001138118,2024Q1
165993,0001136893,2024Q1
111864,0001058290,2024Q1
029875,0000915912,2024Q1
064891,0001037038,2024Q1
065609,0001043277,2024Q1
007063,0001070750,2024Q1
142953,0001103982,2024Q1
157057,0001267238,2024Q1
177376,0001393612,2024Q1
125595,0001086222,2024Q1
027965,0000827054,2024Q1
163610,0001571949,2024Q1
126296,0001324424,2024Q1
004494,0000746515,2024Q1
006216,0000052988,2024Q1
105365,0001053507,2024Q1
179621,0001413329,2024Q1
013125,0000765880,2024Q1
136725,0001035267,2024Q1
020548,0000858470,2024Q1
160225,0001141391,2024Q1
061483,0000927066,2024Q1
029804,0000914208,2024Q1
163946,0001324404,2024Q1
157855,0001108524,2024Q1
014225,0000815556,2024Q1
005492,0000202058,2024Q1
014359,0001038357,2024Q1
014282,0000820313,2024Q1
149337,0001120193,2024Q1
011550,0000783325,2024Q1
013353,0000107815,2024Q1
009777,0000091419,2024Q1
013700,0000818479,2024Q1
149318,0001174922,2024Q1
112168,0001060391,2024Q1
062374,0001020569,2024Q1
005543,0000766704,2024Q1
110179,0000740260,2024Q1
005709,0000048465,2024Q1
007970,0000072741,2024Q1
028180,0000898173,2024Q1
066446,0001050915,2024Q1
011399,0000106040,2024Q1
004510,0000037785,2024Q1
119314,0001075531,2024Q1
179534,0001403161,2024Q1
009248,0000745732,2024Q1
024925,0000882835,2024Q1
135990,0001013871,2024Q1
002176,0001067983,2024Q1
008151,0001039684,2024Q1
064410,0001170010,2024Q1
028034,0000896159,2024Q1
006268,0000833444,2024Q1
005959,0001466258,2024Q1
147579,0001065280,2024Q1
121077,0001048695,2024Q1
133366,0001099800,2024Q1
124434,0002012383,2024Q1
165914,0001058090,2024Q1
029984,0001045609,2024Q1
186989,0001510295,2024Q1
143357,0001467373,2024Q1
162129,0001285785,2024Q1
177267,0001385157,2024Q1
189491,0001524472,2024Q1
028742,0000908255,2024Q1
031587,0000935703,2024Q1
113490,0001051470,2024Q1
170841,0001534701,2024Q1
006310,0001506307,2024Q1
006565,0000707549,2024Q1
024316,0000865752,2024Q1
150937,0001137789,2024Q1
294524,0001489393,2024Q1
008463,0000077360,2024Q1
004016,0000029534,2024Q1
141459,0001121788,2024Q1
118122,0001521332,2024Q1
016101,0001551152,2024Q1
023812,0000872589,2024Q1
005073,0001467858,2024Q1
013721,0001555280,2024Q1
018043,0001564708,2024Q1
003851,0000027904,2024Q1
024344,0000875320,2024Q1
001598,0001037868,2024Q1
316056,0001579241,2024Q1
170617,0001326801,2024Q1
025119,0000851968,2024Q1
029736,0000916365,2024Q1
030293,0000920522,2024Q1
180711,0001730168,2024Q1
029733,0000916076,2024Q1
011032,0000352915,2024Q1
066065,0001067701,2024Q1
028191,0000884887,2024Q1
022260,0000860730,2024Q1
001327,0000004127,2024Q1
061494,0001000228,2024Q1
001045,0000006201,2024Q1
138743,0001101239,2024Q1
030822,0000726728,2024Q1
064853,0001604778,2024Q1
